score,content
5,aplikasi tai cuma bisa ngedit satu poto doabg ajg
1,Aplikasi nya kenak blokir Aplikasi anjing ini Ilegal makanya di blokir Bagus klen uinstal aja Ntar klen trus di suruh update
5,Bagus cuma bulanannya mahal
5,lumayan lucu aplikasi y
5,Aplikasi ini sangat bagus wajib download
5,Menyenangkan apk yg bagus
5,bisa edit dgn mudah
2,"Tolong ini kok lama yaa, memproses fotonyaaa"
5,Bagus sekali aplikasi ini aku suka
5,Mantap siapa yang buat mantap salut
5,baguss aku suKa cuma lamaaa klu pas mau membuka nya
5,yakiiin sukak bgt sma aplikasi ini . editannya trlihat lbh natural . gk nyesel deh yakin
5,aplikasi ini membuat saya merasa senang.... nih bintang limanya 😄
5,"Tidak mengecewakan aplikasi ini, MANTAP."
5,Bagus aplikasinya utk hiburan aja
5,Bagus banget aplikasi nya aku kasih bintang lima aja soal nya bagus👑
1,aplikasinya ngga bisa dipakai!
1,Knp harus bayar sih
5,bagus...tp yng pro...kok pakai bayar...
5,Aplikasinya menarik bagus bangettt
4,Aplikssi yang sangat membantu 🎭
5,Bagus aflikasi nya tapi harus bayar yag
2,Hari hari minggu depan mata dan dapat menyebabkan kematian itu bukan karena dia akan ada yang telah mengikuti di D c D o o o p Ramlee sempena keputusan untuk menjadi lebih besar dari nebula matahari muda dan kingdom Animalia Animalia ti ni memang tak ada di D o o p jaga hati kita tak tak pernah pernah 😭menjadi pemenang semakin besar di kecamatan dan kingdom Animalia ti ni memang tak ada yang telah mengikuti Kak Joewita 👍
1,"Lawak, sekarang ga ada satupun fitur free, siap siap bangkrut aja FaceApp👎👎"
5,menghilang setelah menginstal faceapp
5,"Bagus,,,saya puas dgn apk ini. Coba dehh..."
5,"Trimaksih,,, aku suka banget aplikasi nya😊😊😊"
3,gratisannya kurang bnyk..
5,membuat wajah tua bagus tapi kurang tai
5,Sangat - sangat membuat heppy
4,Saya suka banget sama aplikasi faceApp ini 😀😀 makasih faceApp
5,Saya laki laki tapi saat saya edit foto saya di apk ini kenapa saya dianggap perempuan😡
5,"kereeeen, pingin ketawa juga hihihi"
5,Suka bangeetttttttttt aplikasi cafeApp ini.
5,Sangat cocok buat pemula
5,Keren banget saya suka dengan aplikasi face
5,"Aplikasi ini bagus bianget,sukkak..."
5,Apk ini bagus banget sesuai sama yg aku cari
5,Gila ini aplikasinya keren banget banget
5,Sangat bagus apk nya
5,"Bagus sekali face App nya jadi,,,aku kasih bintang lima😘"
5,Bagus cocok untuk di edit👍👍👍👍
5,Faceapp ini bagus banget tau😍😍😍💓
5,Bang ajarin saya cara buat aplikasi supaya saya dapat menghasilkan uang
5,aplikasi nya bagus banget!!!!!!!!!!!!!!!!!!!!!!
5,Dosa apa yang kuperbuat....sampai aku menjadi muda lagi.😍😍😍 Terkutuklah kau FaceApp !!!⚡💚⚡💜⚡
5,"menarik sekali,saya sangat suka"
5,Aku suka sekali aplikasi ini karena ada foto suga BTS
5,"Good, bikin wajah jadi syantikk walau dusta 😁"
5,Apk ini bagus banget kalian wajib kasih bintang 5 👍👍
5,"keren bagus, aku jadi keren lagi"
1,Aplikasi ini udah ngk enk lagi ya
5,keren lah bikin ngakak ngehibur. apk anti galau lah😂
4,saya coba dulu.kalo bagus tag kasi bintang 5
5,Aplikasi ini bagus banget deh aku suka banget good bless😇😇😇😇😚😘😘😘😚😚😚
5,Wow! Aplikasi nya bagus bagettttttttttt
4,Aplikasi ini bagus aku suka banget sama keluarga saya
3,"baru menggunakn knpa udh gak bisa lg,"
5,keren bgt apknya editannya mulus 😊😆
5,Jadi muda tanpa harus oprasi 😂
5,kasihan saya kasih full ⭐ spa tau bisa ngerubah keadaan 😉
4,Tapi sayang kurang komplit model rambut ny..sama mek up ny
5,"Aplikasi yg lucu, buat seru2an aja"
5,"Mantap ni apk, bisa nipu orang."
5,bagus jga in aplikasinya
5,"APP NYA BAGUS BANGET,, SEKALIAN BISA NGEPRANK ORG🤣🤣"
5,Bagus sih tapi gara 2 face app banyak laki laki tertipu 😂😂😂🙇🙇
5,Aplikasi Sangat Membantu Saya Untuk Membalas Dendam Teman Yang Ngedit Ngedit Foto Saya
5,ok banget buat visi kedepan klo msh hidup.
5,kok aplikasinya suka lemot
5,"Mantap jiwah baru pertama kali coba langsung, uwauwww"
5,bagus tp harus berbayar jadj boros
4,puas untuk edit foto masa kini wkwkw
5,Ini adalah aplikasi terbaik di hp saya terima kasih faceapp
4,Lumayan lah hiburan saat pandemi
5,Sangat luar biasa sempurna😁😁
5,Aplikasi keren sekali pastinya
5,"Aku kasih 5 bintang, karna menurutku aplikasi ini sangat membantu"
5,"seneng banget buat lucu""an"
5,Aplikasi nyh.sangat bagus aku kasih bimtang lima ajjh
5,Keren bisa berubah foto..
5,Aku kasih bintang lima... Karna aplikasi nya bagus banget
5,Applikasi ini sgt bagus dan seru sekali😊🤗
5,mantab semoga terus free aplikasi nya
5,sangatt bagus sekalii sya suka sya suka 😄😊
5,Bagus sekali aplikasi ini pokoknya gak bakalan nyesel deh
5,inti nya mah keren banget
5,mantap buat editor photo
1,baru di donwload gabisa di mainin apaan lah padahal hp aku bukan hp kentang loh
5,"Mantep top abislah apk in,buru download"
5,Sangat puas dan menyenangkan
5,"Sangat bagus dan memuaskan,,,,TOP"
1,"Kok semuanya pro, apa nggak ada yg gratis gitu jadi kesel, mending di hapus aja😭😭"
1,"ga proses foto,"
5,applikasinya sangat bagus aku kasih 5 bintang
5,📷Foto ini sangat bagus
5,"bagus aplikasinya, mmnghibur"
1,aplikasi gj gak bisa di buka
2,Kenapa ngk jalan sih apk nya?
1,Eror mulu tolong di perbaiki
1,Baru mau coba udh error aja hadeeh 😑
5,aplikasi ini sangat bqgus sekali 😉😉😉😉😉
5,Keren banget applikasi nya
5,Apk ini bagus bangt!!!!! Bagus bangt apk nya
5,Aplikasi ini sangat baguss!!!!!!!😍😍😍
5,Aplikasi ny keren bngt...mangka ny aku ksh 5 bintang
5,"Sudah pernah download aku hapus, terus lihat orang pada pakai jadi pengen download lagi deh👍🏻👍🏻👍🏻"
5,Mantaaappp....dan luar biasa. Keren...kereeen.....
5,"dengan aplikasi ini, anak saya sudah besar"
1,Gak bisa ngedit
4,Kereen manttapp saya suka aplikasinya. Sukses selalu
5,Bagus banget poko nya Belum coba sih tapi nya😁
5,Mantap editan nya kaya real hahaha
5,Suka sekali dan bagus aplikasinya
5,Aplikasinya baguss!!!!!!!!!!!!!!!!! Makasih
4,Lumayan bagus g.nyesel donlot aplikasi ini....saya bri bintang
5,Hallo buat bikin apk ini tolong perboleh ka saya men dowload apk ini degan gratis soal nya ibu saya sangat ingin apk ini
1,Free aja lah biar sama sama bisa pakai
4,Aplikasi sangat bagus saya suka trims
4,Sangat puas dengan hasilnya
5,"Mantaf dah, makin banyak yang mulai pede selfi pake beginian"
1,aplikasi ini tidak beres..silahkan coba lagi..coba di bereskan .
5,Aplikasi ini jelek bgt !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong hayu k
1,"Kok efeknya pada eror semua, padahal saya sudah pakai yang PRO"
5,Saya sangat senang sekali pke aplikasiini makasih faceApp
5,Bagus aplikasinya cuman mahal filternya☺😢😢
5,"Sudah bagus,tapi lebih ditingkatkan lagi"
5,semua foto gw jadi keren
5,"Hasilnya sangat bagus,sy suka sekali😊"
5,Aplikasi ini sangat bagus banget aku sukasama aplikasi ini🤗
1,Semenjak di hilang kan bnyak berkurang
5,Aplikasi nya baguss bangettt👍🏻👍🏻!!!!!
1,"Gk jelas sekrang, rugi uda di Download tp berbayar semua"
1,Aplikasi lucu tapi gak seru 😝😝😝😝😝😝😝😝😝😝😝😜😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝
5,saya kasih 5 bintang saya suka dengan aplikasi ini keren🤙
5,assalamualaikum Aplikasi nya bagus aku suka deh makasih 🙏🙏🙏
5,Ini aku juga download tapi lama banget
5,seruu yaa ngedit ngedit foto
5,Bagus buat ngedit photo
5,Cakep......... hahahaha bisa melihat muka 10 tahun kedepannya
5,Bagus sekali dan cantik banget
5,Huuuuuuuh apk jelek kalian pasti nyesel dehk kalo download apk ini!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!¡¡¡!!;:)-(;++-((+-!:;+-;!!!!!!¡!!!!!!!!!!!!!!!!! TAPI boong 😛 papalepa pale papale papaleaaaaa hahahha ini apk nya bagussss banget bisa ubah rambut pendek jadi rambut panjang yaaa pokoknya bagus dehk wkwkwk
5,"applikasi kereen, lucu"
4,bagus si cumn banyak yang harus pro👀
5,bagus sangt suka dgn aplikasi ini
5,memang keren sekali..... tank FaceApp
5,Bagus untuk mengingat wajah masa lalu
3,Cukup bagus dengan hasilnya.
5,"Sangat puas,, terimaksih 😂😂"
5,"Bagus sekali editan nya suka bngt buat seru""n aj trimakasih ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
2,Kadang suka lama bukanya (prosesnya)
5,"Aplikasi yg sangat bagus,saya sangat suka aplikasi ini"
5,Bagus banget buat lucu lucuan
5,Tingkatkan terus good
5,"Cool app, sangat menipu mata sekali"
5,faceapp yg bikin wajah jadi cakep
1,Sudah buka aplikasi ini pake Kouta trus bayar lagi gak bener nih 😡😡😡
5,Nggak rugi aku download aplikasi ini terimakasih berguna banget untuk aku
5,Mempercantik kreasi foto cucu
1,baru 2 kali edit udah ga bisa di buka lagi
5,bagus nih baru apk
5,membantu proses belajar edit gambar foto
1,saya kasih bintang satu dulu ntar kalau bagus saya tambahin lagi 5 bintang
5,Aplikasi nya sangat bagus bangtt
5,Bagus banget buat hiburan hehe
5,Ni apk gokil banget asli 😂😂bagus buat prank orang 🤣🤣🤣 makasih ya pihak developer
5,Keren... Aku suka mengaplikasikan aplikasi ini
1,gk enak banget harus pake kuota 😒
5,Aplikasix sangat bagus dan membantu
1,"aplikasi apaan ini, ga bisa memproses foto"
5,Aplikasi ini bagus banget saya kasi bintang 5
5,Suka bingiitt pke aplikasi ini..editannya TOP dehh
1,sya beri bintang satu karna blom tau hasisil nya gi mana lagian lama susah cukup sekian dan terima kasih
4,"Bisa gabungin muka Selena Gomez ama Justin Bieber, meski mereka udah break up. AKHIR NYA PUAS😄😅 Tapi kok pas coba muka Selena ama Justin yg lain, kok beda?"
1,"Sangat jauh berbeda sama apk picsart, FaceApp UNINSTAL"
5,Saya suka apilkasi ini karena bisa diganti latar belakang 👍👍👍👍👍
4,mantap dah gak nyesel downloadnya mantulll....
5,mantap buat hiburan semata
5,Bagus udah itu aja sekian terima gajih
5,"bagus, sedari malam gak bisa aku pakai.. sekarang baru bisa"
5,mantap.. klo bisa jngn ada pro nya dongg.. hehehehe piss
5,Istimewaaa.... Good.... Sayaaa sangatt suka aplikasi ini...🙏😍🥰♥️♥️
5,Aplikasi ny bagus banget⁦☺️⁩
5,Game bagus asli kalian instal aplikasi ini gak nyesel
5,aplikasi sangat luar biasa...
5,mantap jiwa untuk bahan lelucon
5,Bagus....saran aja tambah perbanyak opsi lg gan
1,aplikasi ini sangat berbahaya yang mengandung arti yahudi faceapp : aku yahudi
3,lumauan bagus tpi kok yank gratiS sedikit doang
2,gak bisa kebuka knp ya tdi bisa
5,"Bagus,,tapi kalau lebih bagus lagi yg pro grtis"
5,Sangat keren bngt ni aplikasi
5,Bagus n lucu applikasinya
5,kereeen saya suka sklii aplikasi ini..
5,aplikasinya sangat bagus sekali
5,Mantap ni app bikin aku ketawa sendiri
5,"Cuma bilang,,,,aplikasi bagus"
2,Udah gak bagus lagi aplikasinya
5,Sangat bagus sekali ni aplikasinya
5,Aplikasi ini sangat jelek buruk. Ngak berguna berdosa menhrubah wajah manusia
4,Mantap.. lumayan buat ngeHODE awowkwowkwow
1,kenapa aplikasinya cuma bisa di pakai sekali saja?😑
1,percuma di download. appnya eror
5,"Bagus,,,syukur2 yg pro nya digratisin"
5,"Sangat bagus sy suka app ini, trus brkaria."
5,App ini bagus dan cukup menyenangkan
5,Sya suka banget apl ini hasil nya bagus memuaskn
5,Aplikasinya bagus bangat ga nyesel deh😊
5,Sangat bagus buruan download
5,keren buat hiburan aja
1,kenapa di tidak bisa di gunakan...sementara bintang 1 dulu...
5,"Hahaha,,,,aku liat foto foto yang di edit sama temen aku itu lucu bangettt sumpahh🤣 🤣"
1,"Lebih bagus yg dulu, Yg sekarang justru tidak bisah dipakai."
5,Aplikasi sangat bagus aku suka deng aplikasi ini
5,Aplikasi yg sangat bagus MKSIH mantap
5,Mantap bisa jadi muda lagi
4,Trima kasih sudah bisa kreasi foto
1,Gak usah di download semua fitur prabayar kek KNTL
1,"mau edit dkit dkit harap coba lgi , kurang paten , ah cupu"
5,Hehehee...gemess deh dgn aplikasi ini..ngakak abis..kho aku makin cantik yaa 🤣🤣
5,Kenapa ka susah sii suruh buka pro
5,Wajah nya berubah jadi lebih cuantik
4,Latar blakang belum sempurna
5,sangat bagus bangat saya sangat bnr2 suka. trima kasih banyakk 😊😊😊😊
4,Lebih bagus versi yang lama Sekarang pro semua sory saya hapus
5,Rambut nya banyak kin bg udah bagus
5,Bagus banget aplikasi nya kalian wajib bgt deh download 😊
2,"sy tungguin dri jam 12 sampe skrng(13.48) ga ke download"" pdhl memo sy g penuh"
5,"Nice , aplikasi ini sangatenghibur😂😍"
5,sempurna diantara aplikasi yg pernah saya gunakan
5,seneng liat makin cantik
5,bagus sekali apelikasi faceapp app
5,Game Nya bagus Bisa But Prank Sahabat Saudara Dan Teman Kita Di Jamin Seemua Suka Aku cuman Kasih tahu Itu duang ya Ass
5,Puas bgt....mau cantik ga ush operasi ini mah
1,"Jelek jelek, di update malah tmbh ngelunjak, klo gbbsa make fiturnya tnp iklan gmna lgi kocak, ngapain gw mau bayar pula, emgny gw mw pke tiap hri? Hdeh keburu mskin lu"
5,Aplikasi ini sangat bagus saya dh kasih bintang Lima
5,Sangat bagus apk ini
3,Aplikasi buat hp flagship menurutku
2,Sangat baik editor saya suka
1,"- huuuuft... 😪 tiap kali mw coba... sllu saja, ada yg salah silahkan coba lagi."
4,"Coba gratis gk pake bayar cukup pake quota aja,,,,full bintang 👍👍👍👍🤭"
5,aplikasi nya baguss dan lucuu saya sukaa
5,kamera nya bagus aku kasih bintang lima
5,Aplikasinya bagus walaupun makenya sambil ngakak:v
1,ga bisa digunakan app nya
5,Ini apk keren bnget sumpah.... Ga kya apk sblah.....cmn sdkit kkurangan Klu mnurutku msa tua kurang tua bnget. Msih blum tua renta....cba klu smpe tua renta psti lbih lucu...
5,Tambah update tambah bagus
1,Saya suka banget bikin foto nya senang banget 😁
1,Apikasi ini sangat tidak bagus katena tuhan menciptakan kita dengan baik
5,"bagusss,, seru jga aplikasi ny,,,"
4,Blm dicoba langsung TK kasih 4 ya.. 🤗
5,tolong Di update Secara lebih bagus lg iya:)
3,Susah amat sih gk kebuka. Aplikasi gila
5,Sangat puas sekali menggunakan faceApp
5,Bagus sih sayangnya berbayar
5,Bagus banget bisa liat muka tua kita nantinya
1,Aplikasi nya bagus Cuma saya aja jahat jdi saya kasih bintang 1
5,"Itu yg bilang apk ini jelek,kok dikasih bintang lima apknya,wkwkwk dsar +62🤣😂"
5,Waw aplikasi ini sangat bagus sekali .terimakasihhh
5,Terimakasih ibu karena telah mengizinkan saya mendownload aplikasi ini
5,Sangat bagus saya suka sekali dengan aplikasi ini
4,Bagus kok aplikasinya aku suka banget top....................👍👍👍
5,Bagus membuat orng jadi tambah kyut
1,Jelek ga bisa make iklan lagi maaf
5,Sangat Suka dengan aplikasi nii 😉😉
5,Sumpa bagus banget gue yg fotokan Nya jelek jadi cantiknya Ini HP ayah gua ya
4,kenapa teman sy foto tapi orangnya perempuan kok jadi laki laki tolong di perbaiki lagi
5,"Aplikasi nya bagus,,,nghibur hehehe"
5,Bagus Banget! sumpah Pokok Nya Kalian Harus Download Aplikasi ini!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
5,Mantap cuman kalau bisa edit yg lain jangan kena biyaya
5,Pokoknya bagus bngettt..aku suka sekali
4,Lumayan bagus buat lucu lucuan aja..
5,Aplikasi bagus dan menghibur.
5,Aplikasi faceapp ini sangat baik
5,bagus buat lucu lucuan
1,Aplikasi ini sangat jelek saya tidak suka maaf
5,Bagus saya bahagia dan seneng mantap dan temen saya suka
5,Aplikasi nya bagus kok makanya aku kasih bintang lima
1,gak bisa buat ngedit..
5,Aplikasi nya bagus banget kalian wajib nyoba
5,Wowww aplikasi ini sangat keren!!!!!!!!!!
3,Apk nya Sangat bagus cuma rada pelit
5,Aplikasi rias wajah terbaik
5,Saya suka mudah2an ada penyempurnaan kedepannya
5,Bagus banget aplikasi ini mantap
5,Sangat memuaskannggunakan aplikasi ini thankyou
1,Aplikasi tolol.. Mw edit poto aja bayar... Mending unisntal... Gk guna
5,bagus baget aku suka makasih FaceApp aku kasih bintang lima deh
5,Aplikasi ini sangat bagus maka itu saya memberikan bintang 5
2,sedikit bgt gratis nya
1,ga bisa d pakai..server tdk tersedia..asulah
5,Hhhhh bikin ketawa karna bikin cuantik pdahal asli ny..😀😀😀😀
3,Em ini apk apaan sih. Aku kasih bintang 3 dulu yah
5,aplikasi ini bagus dan menarik
1,apa2 ini baru didownlot gk bisa digunakan😪
5,Bagus banget rugi kl gak instal
5,"Keren,asik untuk lucu²an"
1,Berbayar Pelit fitur
1,"Mantab, Mau masuk aja kagak bisa"
3,Kenapa sekarang edit video nya gak ada?
5,keren juga nih aflikasi..
5,Aplikasi ini Bagusssssssssss bangettttttttttttttt
1,Kenapa si kok apk nya ga bisa di pake harus bayar
5,Jadi suka ketawa Lucu liat nya
5,Bagus banget loh aplikasi nya nyesel gak download
5,buat lucu lucu lumayan lah
5,bagusss bangeet app nya bosku
4,Bintang empat aja dulu aplikasi belum dicuba
5,Bangus banget FaceApp..👍 Aku suka banget...🥰🥰
3,Tidak bisa di buka. Nutup sendiri. Force close
4,sangat menarik di jamin anda akan puas memkai apl ini
5,Wahhhuu kalau di pakai FaceApp ini jadi lucu bangeeeeeeeeett deh💯😂😂😂
5,Bagus foto nya
5,bagus buat lucu lucuan
5,Pengalaman sy .sngat bgs .bs membuat lbh cantik
5,Sangat menarik aplikasinya
3,gx bisa d buka lg . cuma 3x pake aja.. abis itu gx kebuka lg.. giman Donk cara nya.. ko ginii.. gx seruuuu
1,Sangat sangat mengecewakan
1,ko kaga bisa ngedit siii parah!!!!
1,"Sekarang semua pro? G ada yang gratis, look awal doang yg gratis"
1,"Mengecewakan aflikasinya tak sebagus dulu saya hapus lagi ni aflikasi,😒"
5,"mantap ,aplikasi keren"
5,"Hasilnya bagus,,👍👍 Semoga bisa ditingkatkan lagi,,,😊😊"
5,Aplikasi ini aku endak tau tapi aku percaya kalo aplikasi ini bagus
5,"Sy sangat suka aplikasi ni, krna sangat bagus"
5,Keren tapi masih banyak yg pro
4,Gw donlot lama bgt yak:v tapi semoga Aplikasi nya g kecewain
4,Sangat bagus buat tambah cantik
2,harusnya offline nih aplikasi
5,mantap bagus dan lucu hhhhhhhhh
5,Aplikasinya bagus banget ak suka deh
5,Aplikasinya bagus banget ayo buruan donwlod
5,"app keren, asli banget"
1,Pembayaran terlalu mahal untuk orang bawah 😞
5,Kata ilham aplikasi ini bagus makanya aku download
5,bagus dan unik
1,aplikasi gak bisa di pakai...
5,Bagus sekali saya suka di perbagus lgi donk yg pro caranya gimn
5,Hai perkenalkan nama ku salma aplikasi ini sangat bagus loh
5,saya berterima kasih kepada faceapp untuk aplikasinya
5,Aplinya sangat saya sukai berguna untuk mungka yg jelak
5,Bagus nya gambar zepeto aku jadi cantik
5,Kok banyak yang komen kaya orang gila padahal orang gila aja gak bakal komen kaya gitu. Btw apk nya bagus ditunggu updatenya
5,Aplikasi nya bagus banget...saya kasih 5bintang
5,Wow bagus banget... Nyesel gak download
4,Alhamdulillah sekarang sata sdh bisa face up sendiri thank you 😎😎😎
3,Saya lagi donload jadi saya kasih 3 dulu nanti klo bagus aku kasih 5 deh
1,Kok gak ada edit video nya
5,Sangat suka dengan aplikasinya
5,Perlukah di tingkat kan
1,Buruk GK ad ynk gratis
5,"Bagus bangat ini app, saya suka bangat.terimakasih,,,"
5,Sangat puas dengan hasilnya
5,Sangat puas dengan hasilnya👍👍👍👍
5,seru dan asyiiikk melihat perubahan wajah hahahaaa...
5,Bagus pol lucu banget menghibuurr
5,Memang cantik dan bersih sekali...
5,Menjadi keren dalam waktu singkat
2,Udah Ter install kok ga ada aplikasi nya
5,Bagus cuma sayang sebagian mesti bayar...
5,Ter the best lah titik kgk ada koma:^
5,Keren sih ini editannya.. No cacat deehh.. Manttuuuullll
2,Wah aplikasi inih bagus baget
1,coba berkali kali tetap gak bisa
3,Aku kasih bintang 3 dulu karena belum full download nya
5,gewe suka bangat sama apk ini bisa buwat pereng orang
5,Jd cantik jadi pd🥰trimakasih ...jgn dihilangkan ya faceApp ini🙏🙏
5,puas... pertahankan dan tingkatkan...
5,Bermanfaat bgt buat edit
5,Sukaa banget sama aplikasi ini.. Bagus banget
5,Bagus & mudah cara mnggunakanya 👍👍👍
